Data de Publicação,Título,Resumo,Palavras-chave,Qtd. de Autores,Autor 1,Autor 2,Autor 3,Autor 4,Autor 5,Autor 6,Afiliação 1,Afiliação 2,Afiliação 3,Afiliação 4,Afiliação 5,Afiliação 6,Url Artigo,Revista
2016-08-10,CONTABILIDADE SOCIAL: DO BALANÇO SOCIAL AO INFORME DE SUSTENTABILIDADE,"A demonstração de função social pelas Entidades é objeto de estudo da Contabilidade Social. Contemporaneamente, a demonstração de responsabilidade social ou “função social” celular vincula-se ao reconhecimento e integração, nas atividades produtivas, de práticas que demonstrem responsabilidade econômico–financeira, social e ambiental. Este novo conceito de responsabilidade social corporativa, emanado do preceito de sustentabilidade, quando aplicado à célula social, constitui-se em objeto de análise do Sistema de Socialidade pertencente à Teoria das Funções Sistemáticas de Lopes de Sá (2002). O balanço social consagrado pela doutrina contábil como instrumento gerencial e de demonstração da função social celular permite fornecer informações transparentes e compatíveis com o preceito de desenvolvimento sustentável no que se refere ao uso da riqueza patrimonial. O guia GRI, concebido para elaboração de informes sobre sustentabilidade, possui características e princípios análogos aos contábeis, além de estrutura semelhante aos balanços sociais brasileiros, mostrando-se adequado para servir de orientação e adaptação do instrumento já consagrado pela doutrina contábil como de demonstração de nova função social, ou seja, como informe de sustentabilidade.",,1,Vera Luise Becke,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/477,Revista Mineira de Contabilidade – RMC
2016-08-08,APLICAÇÃO DO MODELO DE GESTÃO AMBIENTAL PROPOSTO POR FERREIRA NA DROGARIA ARAUJO S.A.,,,2,Alexandra da Silva Duarte,Silvana Maria Figueiredo Santos,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/437,Revista Mineira de Contabilidade – RMC
2016-08-16,A importância da inserção da disciplina Contabilidade Ambiental na grade curricular do curso de Ciências Contábeis,"""Todos os seres vivos cuidam da qualidade. Peixe foge de água poluída, passarinho não faz ninho em chaminé de fábrica, cachorro não come comida estragada. O nenezinho, ignorante de tudo o mais, sabe distinguir entre leite bom e ruim. Quando a qualidade é boa, ele engole feliz. Se a qualidade é má ele recusa o bico do seio, e cospe e até vomita. Se a mãe insistir arrisca-se a levar uma mordida. O que é bom dá prazer. O que é ruim faz sofrer.""",,1,Cleber do Carmo Antunes,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/522,Revista Mineira de Contabilidade – RMC
2016-08-12,"PATRIMÔNIO: O contador frente a sua Identificação, mensuração e divulgação","A chamada onda globalizada deixou para trás os contadores “ativos”. Deitados em um pseudoberço esplêndido, confortáveis dentro de um sistema fechado, desenvolvido há mais de 500 anos, agora se vêem frente a uma “Revolução Informacional”. Informação é essencial, seja de ordem econômica, financeira, social, fiscal, ou ambiental. Conjunto inserido na riqueza desde os primórdios da humanidade, o que mudou foi sua velocidade e objetividade. O crescimento e volatilidade dos capitais argúem dos Contadores respostas pautadas em princípios que fazem da Contabilidade uma Ciência, considerada sua visão íntegra, na medida requerida pelo usuário emergente de tempos modernos. Neste contexto cabe o caminhar na busca de princípios que permearão ações modificadoras do patrimônio, gênesis da estrutura conceitual adequada aos tempos hoje vividos.",,1,Guadalupe Machado Dias,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/497,Revista Mineira de Contabilidade – RMC
2016-08-16,A Contabilidade Ambiental sob a ótica do Neopatrimonialismo,,,1,Cleber do Carmo Antunes,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/534,Revista Mineira de Contabilidade – RMC
2016-08-10,CONTABILIDADE SOCIAL: DO BALANÇO SOCIAL AO INFORME DE SUSTENTABILIDADE,"A demonstração de função social pelas Entidades é objeto de estudo da Contabilidade Social. Contemporaneamente, a demonstração de responsabilidade social ou “função social” celular vincula-se ao reconhecimento e integração, nas atividades produtivas, de práticas que demonstrem responsabilidade econômico–financeira, social e ambiental. Este novo conceito de responsabilidade social corporativa, emanado do preceito de sustentabilidade, quando aplicado à célula social, constitui-se em objeto de análise do Sistema de Socialidade pertencente à Teoria das Funções Sistemáticas de Lopes de Sá (2002). O balanço social consagrado pela doutrina contábil como instrumento gerencial e de demonstração da função social celular permite fornecer informações transparentes e compatíveis com o preceito de desenvolvimento sustentável no que se refere ao uso da riqueza patrimonial. O guia GRI, concebido para elaboração de informes sobre sustentabilidade, possui características e princípios análogos aos contábeis, além de estrutura semelhante aos balanços sociais brasileiros, mostrando-se adequado para servir de orientação e adaptação do instrumento já consagrado pela doutrina contábil como de demonstração de nova função social, ou seja, como informe de sustentabilidade.",,1,Vera Luise Becke,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/477,Revista Mineira de Contabilidade – RMC
2016-08-18,Algumas reflexões sobre o Balanço Social,,,1,Yumara Lúcia Vasconcelos,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/563,Revista Mineira de Contabilidade – RMC
2016-08-11,Balanço Social - O caso das empresas juniores do Estado de Minas Gerais - transformando o tempo em qualidade de vida,"Atualmente, a mídia tem destacado as ""empresas cidadãs"", ou seja, empresas responsáveis socialmente. Todos os anos essas empresas publicam seus Balanços Sociais com o objetivo de prestar contas à sociedade e dar transparência dos seus projetos, benefícios e ações sociais dirigidas aos seus empregados, investidores, acionistas e à comunidade. A finalidade é estreitar os laços que a empresa mantém com a sociedade e meio ambiente. O objetivo deste trabalho foi elaborar um Balanço Social para empresas juniores, visto que essas já prestam serviços sociais a vários tipos de entidades, mostrando serem responsáveis socialmente. A diferença desse Balanço Social é o fato de as empresas juniores não colaborarem com as instituições financeiramente, mas prestando-lhes serviços. Para isso, foi definida uma maneira de mensurar financeiramente esses serviços. Foi elaborado, também, um modelo de banco de dados para abrigar as entidades que precisam de ajuda e as que se dispõem a ajudar. O Balanço Social elaborado tem como parâmetro e fundamentação o modelo do Ibase pelo fato de ser simples e ter como objetivo ser adotado por um número cada vez maior de empresas juniores. A finalidade é que tanto o Balanço Social elaborado e o banco de dados sejam implantados nas Empresas Juniores do Estado de Minas Gerais.",,2,Denise Carneiro dos Reis Bernardo,Geová José Madeira,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/493,Revista Mineira de Contabilidade – RMC
2016-08-12,Origem e evolução do Balanço Social no Brasil,"Atualmente, a mídia tem destacado as ""empresas-cidadãs"", ou seja, empresas responsáveis socialmente. Todos esses anos essas empresas publicam seus Balanços Sociais com o objetivo de prestar contas à sociedade e dar transparência dos seus projetos, benefícios e ações sociais dirigidas aos seus empregados, investidores, acionistas e à comunidade. A finalidade é estreitar os laços que a empresa mantém com a sociedade e meio ambiente. É marcante a importância que vem sendo dada a todos os assuntos relacionados ao Balanço Social, visto que várias pesquisas têm sido feitas sobre esse tema. Sendo assim, a finalidade desse trabalho é mostrar a origem desse demonstrativo até a sua publicação pelas empresas brasileiras. Para tanto, esse artigo trata da origem do Balanço Social no mundo, quando começou a ser publicado no Brasil, os modelos existentes, as leis e Projetos de Leis sobre o tema, bem como o órgão responsável por divulgar esse demonstrativo em nosso País. Assim, o trabalho faz um apanhado histórico do assunto, tornando-se uma fonte de pesquisa para todos aqueles que desejam conhecer esse tema.",,3,Caroline Miriã Fontes Martins,Denise Carneiro dos Reis Bernardo,Geová José Madeira,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/501,Revista Mineira de Contabilidade – RMC
2016-08-10,"Demonstração do Valor Adicionado: Apenas mais uma demonstração contábil? Não, o verdadeiro Balanço Social","A Demonstração do Valor Adicionado não é apenas mais uma Demonstração Contábil, mas no mínimo complementar às demais demonstrações. Revelando a contribuição da empresa para o PIB – Produto Interno Bruto –, ela demonstra, em sua essência, a natureza social da empresa. Como ela não é ainda compulsoriamente exigida no Brasil, sendo, portanto, sua elaboração e divulgação facultativas, poucos ainda, tanto em nível do Profissional da Contabilidade bem como mesmo dos empresários, se deram conta do extremo significado de seu conteúdo. Veja-se que mesmo as empresas em situação de prejuízo geram e distribuem riqueza por meio das diversas participações. Divulgá-la deveria ser um orgulho e não uma obrigação. A DEMONSTRAÇÃO DO VALOR ADICIONADO é o verdadeiro Balanço Social.",,1,Paulo Cezar Consentino dos Santos,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/471,Revista Mineira de Contabilidade – RMC
2016-08-18,Campanha FIA 2000 - A importância da participação do contabilista em benefício da criança e do adolescente,,,1,Janir Adir Moreira,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/567,Revista Mineira de Contabilidade – RMC
2017-11-30,CONTABILIDADE AMBIENTAL: UM ESTUDO SOBRE A PERCEPÇÃO DOS ESTUDANTES DE GRADUAÇÃO EM CIÊNCIAS CONTÁBEIS DA CIDADE DE MACEIÓ/AL,"O objetivo deste artigo foi analisar o nível de conhecimento de discentes de cursos de graduação em ciências contábeis em relação a tópicos correlatos à contabilidade ambiental. A metodologia utilizada quanto ao objetivo proposto se caracteriza como descritiva e, quanto aos procedimentos metodológicos, trata-se de um levantamento (survey). A amostra investigada, denominada como não probabilística intencional, foi determinada considerando as instituições de ensino superior (IES), presentes na cidade de Maceió (AL), que oferecem o curso de ciências contábeis e obtiveram aprovação no Exame Nacional de Desenvolvimento de Estudante (ENADE) no ano de 2014. O total de respondentes foi de 165 discentes de seis IES. A coleta de dados foi feita com a aplicação de questionário, sendo tratados por meio de estatística descritiva, na sua dimensão quantitativa. Os resultados evidenciaram que o nível de conhecimento dos discentes a respeito dos tópicos correlatos à contabilidade ambiental é baixo, sendo que apenas 13% dos discentes informaram já ter cursado alguma disciplina voltada à educação ambiental. Questionados sobre o conhecimento das Normas Brasileiras de Contabilidade relacionadas às informações de natureza social (NBC T15), 53,3% dos discentes informaram que possuem conhecimento fraco; quanto à estrutura, elaboração e divulgação do balanço social, 41,8% informaram que têm conhecimento intermediário; 58,2% consideraram importante o fato de empresas desenvolverem e divulgarem ações socioambientais; e 51,5% afirmaram destacaram que o desenvolvimento sustentável é tema muito importante a ser considerado na formação acadêmica.",Ciências Contábeis. Contabilidade Ambiental. Gestão Ambiental.,4,Gesualdo Menezes Cavalcante,Sheila Mirian Barbosa Israel,Márcio Mateus Ferreira de Aquino,Alessandra Carla Ceolin,,,Universidade Federal Rural de Pernambuco,Universidade Federal Rural de Pernambuco,Universidade Federal Rural de Pernambuco,Universidade Federal Rural de Pernambuco,,,https://revista.crcmg.org.br/rmc/article/view/704,Revista Mineira de Contabilidade – RMC
2016-08-09,DEMONSTRAÇÃO DO VALOR ADICIONADO: A IMPORTÂNCIA DE CONHECER A ENTIDADE E SEU VALOR DE CONTRIBUIÇÃO NA SOCIEDADE,,,3,Valter Roberto da Silva,Marcelo Erédia de Souza,Esliane Carecho B. Silva,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/465,Revista Mineira de Contabilidade – RMC
2016-02-03,Ações de responsabilidade social evidenciadas no balanço social: um estudo de caso,"Ações voluntárias por parte de empresas contribuem para uma sociedade mais justa e um ambiente mais limpo. O interesse pelos benefícios gerados não apenas para os proprietários das organizações é o conceito real de responsabilidade social. Diante disso, o objetivo geral deste trabalho é analisar o grau de comprometimento de ações de responsabilidade social da Companhia Energética de Minas Gerais – CEMIG tendo como parâmetro o valor patrimonial da empresa. A princípio, houve a necessidade de se discutir o conceito de Responsabilidade Social Empresarial (RSE) tanto do ponto de vista social quanto econômico. O entendimento desses conceitos é fator preponderante para avaliar ações e projetos de RSE desenvolvidos pela organização. Foram utilizados indicadores para determinar o grau de comprometimento da empresa para com a sociedade. Trata-se de pesquisa exploratória do tipo estudo de caso. Os dados foram coletados no próprio site da companhia, por meio dos relatórios publicados. O resultado obtido surgiu após estudos dos investimentos da instituição em seus investidores, empregados, fornecedores, sindicatos, associações empresariais, comunidades onde a empresa tem operações, governos locais, organizações sem fins lucrativos. Concluiu-se, assim, a necessidade de mais investimentos visto que o grau de poder da companhia é de grande dimensão e seu lucro totalmente superior à porcentagemdistribuída com o meio no qual está inserida",,2,Ana Carolina Silva Rocha,Elizabete Marinho Serra Negra,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/268,Revista Mineira de Contabilidade – RMC
2015-09-18,Passivos intangíveis: uma discussão a respeito da sua evidenciação nas demonstrações contábeis,"O presente trabalho visa demonstrar como os passivos intangíveis são evidenciados nas demonstrações contábeis. Para isso, buscouse analisar com profundidade as demonstrações contábeis de todas as seis empresas siderúrgicas que publicam seus demonstrativos no site da Bolsa de Valores do Estado de São Paulo (Bovespa). Desse modo, utilizou-se a pesquisa documental e a bibliográfica. Paraa documental, a análise foi feita em Balanços Patrimoniais, Notas Explicativas, Relatórios da Diretoria e Balanço Social. Concluiu-se que, por falta de legislação específica, subjetividade do tema e/ou falta de conhecimento dos administradores, as empresas pouco divulgam os passivos intangíveis. Das que o fazem a maioria os utiliza indiretamente como forma de divulgar ativos intangíveis, ou seja, gerar um reflexo positivo, tanto no ambiente externo quanto interno.",,3,Bruno Cristiano Gomes,Carlos Alberto Serra Negra,Elizabete Marinho Serra Negra,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/185,Revista Mineira de Contabilidade – RMC
2016-08-19,Nova lei das S.A.: O que muda e como ficam os balanços das empresas,,,1,Domingos Xavier Teixeira,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/579,Revista Mineira de Contabilidade – RMC
2016-08-11,"Conceito, investimento e evidenciação do capital intelectual",,,2,Eliane Cristina de Campos,Mery Terezinha de Souza,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/488,Revista Mineira de Contabilidade – RMC
2017-11-30,DIVULGAÇÃO DE ACIDENTES AMBIENTAIS NO BRASIL: UMA ANÁLISE A PARTIR DE NOTÍCIAS DE JORNAIS DE GRANDE CIRCULAÇÃO,"A pesquisa teve por objetivo analisar como as empresas que causaram impactos ambientais noticiados em jornais de grande circulação divulgam suas informações ambientais. Para isso, foram selecionadas empresas por meio de notícias relacionadas a esses acidentes publicadas nos jornais Folha de São Paulo e Valor Econômico. Das 1.180 notícias verificadas entre os anos de 2000 a 2015, 1.027 compuseram a amostra final. A divulgação das questões ambientais pelas empresas foi apurada por meio das Demonstrações Financeiras Padronizadas, Notas Explicativas, Relatórios de Sustentabilidade, Balanço Social, Formulário de Referência, Relato Integrado e Relatório da Administração. O estudo classifica-se como descritivo e qualitativo. Inicialmente, a amostra compôs-se de treze empresas, contudo, dadas as limitações de acesso aos relatórios, a amostra final resultou em seis empresas, sendo elas: Cemig, Chevron Corporation, Petrobras Transpetro, Petróleo Brasileiro, Samarco Mineração e Ultracargo (Grupo Ultra). Dos resultados, percebeu-se que a maioria das empresas não divulga de forma clara e completa suas informações relacionadas aos acidentes ambientais. As informações contidas nas notícias dos jornais não apresentaram contrapartida nos relatórios, por exemplo, os valores dos acidentes ambientais mencionados nas notícias. Observou-se que, exceto pela empresa Samarco, as demais companhias não apresentaram informações contundentes dos danos ambientais, limitando-se a citá-los ou divulgando informações positivas sobre a empresa, apesar de naquele ano ter ocorrido o acidente. O artigo contribui ao verificar o posicionamento das empresas em relação à opinião dos stakeholders.",,3,Luiza Marques Borges,Janaína da Silva Ferreira,Suliani Rover,,,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,,https://revista.crcmg.org.br/rmc/article/view/709,Revista Mineira de Contabilidade – RMC
