Data de Publicação,Título,Resumo,Palavras-chave,Qtd. de Autores,Autor 1,Autor 2,Autor 3,Autor 4,Autor 5,Autor 6,Afilição 1,Afilição 2,Afilição 3,Afilição 4,Afilição 5,Afilição 6,Url Artigo,Revista
2018-01-01,"ANÁLISE DO NÍVEL DE ADOÇĂO DO MODELO GERENCIAL NA ADMINISTRAÇĂO DOS MUNICÍPIOS DA REGIĂO ADMINISTRATIVA DE CAMPINAS, ESTADO DE SĂO PAULO","O objetivo deste estudo é analisar o nível de adoçăo dos pressupostos da Administraçăo Pública Gerencial nos 90 municípios da Regiăo Administrativa de Campinas. Para tanto, utilizou-se o Índice de Administraçăo Pública Gerencial Municipal, calculado com dados da Fundaçăo Sistema Estadual de Análise de Dados, Secretaria do Tesouro Nacional e Instituto Brasileiro de Geografia e Estatística, classificando-os em quatro níveis em relaçăo a adoçăo dos conceitos da Administraçăo Pública Gerencial. Em seguida, procedeu-se com o teste de Kolmogorov-Smirnov para avaliar a normalidade da amostra, e de Mann-Whitney para diferença de médias, com o intuito de analisar se municípios de grande porte possuem maior índice em relaçăo aos de pequeno porte. As evidęncias indicam que a maioria dos municípios estudados adota parcialmente os conceitos da Administraçăo Pública Gerencial, além de que os municípios de grande porte apresentam maiores médias para o Índice de Administraçăo Pública Gerencial Municipal.",,6,Gleison Lopes Fonseca,Bruno Garcia Oliveira,Joăo Artur Araújo Moreira,Bruno Taffarel Ricci,Nelson Oliveira Stefanelli,Luiz Eduardo Gaio,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/2229,CAP Accounting and Management
2015-01-01,PRESTAÇĂO DE CONTAS APLICADA ŔS ENTIDADES DO TERCEIRO SETOR: UM ESTUDO DA CONFORMIDADE COM A ITG 2002,"Esta pesquisa tem como objetivo verificar como as entidades do terceiro setor qualificadas como OSCIPs estăo elaborando e divulgando suas demonstraçőes contábeis em conformidade com a ITG 2002, editada através da Resoluçăo CFC nş 1.409/2012. A pesquisa é de caráter exploratório e descritivo para que possam ser estabelecidas as características do fenômeno e as relaçőes entre as variáveis. Delimita-se a pesquisa nas entidades qualificadas como OSCIPs, situadas no estado de Pernambuco, na cidade de Recife, que estăo cadastradas no Portal da Transparęncia do Ministério da Justiça, correspondentes ao período de 2009 a 2011. Encontram-se cadastradas o total de 48 (quarenta e oito) OSCIPs, onde 15 (quinze) entidades prestaram contas no período arbitrado, ŕs quais săo a amostra da presente investigaçăo. Conclui-se que no quesito de elaboraçăo das demonstraçőes contábeis obrigatórias, as 15 (quinze) entidades investigadas deixaram de elaborar a Demonstraçăo dos Fluxos de Caixa e a Demonstraçăo das Mutaçőes do Patrimônio Líquido.  No quesito das notas explicativas, observou-se que das 12 (doze) informaçőes obrigatórias, 10 (dez) năo constavam nas notas explicativas; entretanto, obedeceu a norma na troca da nomenclatura de contas, sendo essas: a troca da conta Capital para Patrimônio Social, e Lucros/Prejuízos para Superávit/Déficit e também apresentaram as notas explicativas.",,3,Priscilla Milfont de Medeiros,Ana Lúcia Fontes de Souza Vasconcelos,Michelle Milfont de Medeiros Souza,,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/1874,CAP Accounting and Management
2016-01-01,Análise dos artigos sobre a contabilidade ambiental nos periódicos de contabilidade,"A crise ambiental está diretamente vinculada ŕs açőes humanas, visto que o ser humano no decorrer de sua evoluçăo cria e aprimora ferramentas que permitem a utilizaçăo dos recursos naturais de forma mais rápida e devastadora. A cadeia de produçăo é um sistema complexo, que impulsiona a degradaçăo ambiental, criada pelo desenvolvimento econômico, que foi alavancado pelo capital particular de grandes organizaçőes. As organizaçőes săo atores importantes nessa crise, pois săo responsáveis pela produçăo de bens de consumo para a sociedade e essa produçăo muitas vezes năo se preocupa com o meio ambiente. Diante desse cenário, é visto uma crescente preocupaçăo da sociedade em geral, principalmente pelo Estado, por questőes ambientais. A contabilidade ambiental surge como ferramenta de acompanhamento e controle sobre as açőes das organizaçőes em relaçăo a suas açőes com o meio ambiente. Devida a importância da contabilidade nesse contexto, este estudo, tem o objetivo de verificar a quantidade de artigos publicados sobre o tema Contabilidade Ambiental em língua portuguesa, nos principais periódicos brasileiros de contabilidade, além de identificar os pesquisadores que mais publicaram nessa área, também foi possível nesse estudo verificar a existęncia de uma rede de publicaçőes entre os autores. Os dados coletados permitem a análise quantitativa das publicaçőes em vinte e oito periódicos, num período de tempo de aproximadamente quatorze anos. Conclui-se que a cięncia contábil, cada vez mais, mostra-se ligada ao meio ambiente em que vivemos e, por se tratar de um tema contemporâneo, a questăo da contabilidade ambiental está em processo de evoluçăo.",,1,Cleber Broietti,,,,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/2108,CAP Accounting and Management
2020-01-01,O IMPACTO FINANCEIRO E ECONÔMICO DA ATIVIDADE DE CONTRABANDO DE CIGARROS NO MERCADO TABAGISTA BRASILEIRO,"A produçăo brasileira de tabaco é de extrema relevância para o mercado mundial, essa importância internacional reflete nos indicadores do setor, e sobre a arrecadaçăo fiscal e a geraçăo de receita. Porém, o consumo de produtos derivados do tabaco produz ao governo um custo social advindo das políticas antifumo e do auxílio ŕs enfermidades provocadas pelo consumo. A proposta do artigo é mensurar o valor dos impactos financeiros e econômicos em torno do comércio ilegal de cigarros no mercado de tabaco brasileiro. Quanto a tipologia da pesquisa, é classificada como exploratória, documental e quantitativa. A análise se desenrola na construçăo representativa de um valuation do mercado ilegal de cigarros entre 2016 e 2022 (projeçăo). Assim, os procedimentos para coleta de dados săo advindos do setor tabagista brasileiro que é composto por 14 empresas. O valuation demonstra uma magnitude significativa quanto a porcentagem do mercado ilegal brasileiro de tabaco (3,97 bilhőes) em comparaçăo com a maior companhia tabagistas do Brasil, Souza Cruz S.A. (10 bilhőes), além de identificar que as políticas adotada pelo governo alterou as questőes de receitas, custos e tributaçăo do setor no Brasil.",,3,Iago Silva Marchi,Rodolfo Vieira Nunes,George André Willrich Sales,,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/2710,CAP Accounting and Management
2018-01-01,O PROCESSO DE ENSINO-APRENDIZAGEM DO MÉTODO DAS PARTIDAS DOBRADAS PARA ALUNOS COM DEFICIĘNCIA VISUAL,"O objetivo geral desse estudo foi verificar quais os métodos e recursos utilizados no processo de ensino-aprendizagem do Método das Partidas Dobradas (MPD) para alunos com Deficięncia Visual dos Cursos de Administraçăo e Cięncias Contábeis, de uma Instituiçăo de Ensino Superior Pública, no Município de Volta Redonda-Rio de Janeiro. Para realizaçăo da pesquisa, adotou-se abordagem qualitativa, exploratória e descritiva, além de pesquisa de campo com docentes e discentes que lecionaram o MPD para esses alunos. Quanto aos resultados da pesquisa, conclui-se que os docentes năo adotam uma metodologia específica para alunos com Deficięncia Visual, e em relaçăo aos principais métodos e recursos utilizados pelos docentes no ensino do MPD, foram: aula expositiva, resoluçăo de exercícios, quadro negro, livros e apostilas.",,4,Rayla dos Santos Oliveira Dias,Ivan Carlin Passos,Arlindo de Oliveira Freitas,Luiz Eduardo Gaio,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/2452,CAP Accounting and Management
2017-01-01,ANÁLISE DA RELAÇĂO ENTRE O CUSTO DA DÍVIDA DE FINANCIAMENTO E OS INDICADORES DE CAPITAL DE GIRO: UM ESTUDO EM EMPRESAS BRASILEIRAS DO SEGMENTO DE PAPEL E CELULOSE,"O objetivo da presente pesquisa consistiu em analisar a relaçăo entre o custo da dívida de financiamento e os indicadores de capital de giro das companhias de capital aberto do segmento de papel e celulose. O presente estudo caracteriza-se como uma pesquisa descritiva. Quanto aos procedimentos săo bibliográficos e documentais. Os dados foram coletados e tratados por meio de método quantitativo. Como técnicas de análise dos dados foram utilizadas a análise descritiva e a análise da regressăo com dados em painel. Para a análise de dados em painel, foram utilizados como variável independente: a Necessidade de Capital de Giro (NCG) e Saldo em Tesouraria (ST). Como proxy para identificar o custo da dívida empregou-se a razăo entre as despesas financeiras constantes da Demonstraçăo de Resultados (DRE) dividida pelo total de capital de terceiros oneroso (financiamento e empréstimos de curto e longo prazo). Os principais resultados indicam uma relaçăo positiva e significativa (ß = 0,0419; p < 0,01) da variável NCG com o custo da dívida. Sugerindo que quanto maior a necessidade de recursos da empresa para financiar sua atividade principal, maiores serăo os custos incidentes sobre o total de empréstimos e financiamentos. Por outro lado, observou-se, também, que o Saldo em Tesouraria impacta positivamente no custo da dívida de empréstimos. Isso faz pensar que as empresas embora apresentem uma folga financeira (CCL maior que a NCG) essa folga pode ser oriunda de empréstimos a longo prazo.",,3,Tiago de Oliveira,Flávio Ribeiro,Telma Regina Stroparo,,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/2224,CAP Accounting and Management
2012-01-01,O reflexo dos ativos intangíveis no valor de mercado de small caps da construçăo civil que compőem o índice SMLL da BM&FBOVESPA,"No mercado competitivo em que as empresas se encontram, os ativos intangíveis vęm adquirindo cada vez mais importância estratégica de modo que se tornaram fator de diferenciaçăo, o que proporciona uma série de vantagens competitivas como forma de enfrentar a concorręncia e se sobressair em seus mercados de atuaçăo, uma vez que os ativos tangíveis tais como fábricas ou equipamentos, por exemplo, podem ser rapidamente reproduzidos pelos concorrentes ou se tornam obsoletos. Por outro lado, ativos intangíveis como tecnologia, patentes, software e marcas seriam os grandes responsáveis por gerarem valor, uma vez que permitem agregar cada vez mais ŕ empresa, já que săo únicos, sendo assim, difíceis de copiar ou desenvolver. O procedimento metodológico foi o estudo de caso comparado das quatro empresas relatadas na pesquisa, perfazendo uma amostra de 7,99% de participaçăo no SMLL, equivalente a 45,527% da amostra em relaçăo ao setor da construçăo civil, que por sua vez representa 17,550% do SMLL. Desse modo, escolheu-se por convenięncia um grupo de quatro empresas listadas pela Bolsa de Valores do Estado de Săo Paulo (BM&FBOVESPA) que compőem o índice das açőes small caps, o SMLL, com o objetivo de verificar a relaçăo direta entre o seu valor de mercado e o seu patrimônio líquido, identificando se o mesmo pode ser responsável pela maior criaçăo de valor agregado ŕ empresa frente aos seus concorrentes. Pelos resultados encontrados, apesar dos índices serem influenciados diretamente pelos diversos cenários em que se encontram as companhias, pôde-se concluir que os ativos intangíveis săo relevantes no desempenho econômico e os resultados obtidos nesta pesquisa demonstram isto, pois ficou evidenciado que quanto maior parcela de ativos intangíveis, melhor o desempenho do valor da empresa percebido pelo mercado.
Palavras-chave: small caps; valor de mercado; ativos intangíveis.",,3,Claudio Antonio Rojo,Almir Ferreira de Sousa,Francielle Trento,,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/1595,CAP Accounting and Management
2014-01-01,"SISTEMA ERP (ENTERPRISE RESOURCE PLANNING) DE ESCRITÓRIO DE CONTABILIDADE: ESTUDO DE CASO SOBRE SUAS FUNCIONALIDADES, ATENDIMENTO AS NECESSIDADES DOS CLIENTES E AS EXIGĘNCIAS DO GOVERNO.","Esta pesquisa teve como objetivo analisar como o sistema de informaçăo do escritório de contabilidade em estudo funciona no tocante ao atendimento das necessidades dos clientes e exigęncias do governo. Trata-se de um estudo de caso único, onde a seleçăo desta empresa para o estudo de caso se deu por questőes de viabilidade e por facilitaçăo ao acesso das informaçőes. Os dados săo provenientes de tręs fontes, a primeira consistiu na observaçăo direta do sistema ERP analisado, o qual um dos autores desse estudo possui experięncia de mais de quatro anos, a segunda se deu através de aplicaçăo de questionários semiestruturados presencialmente com 25 colaboradores usuários do sistema e, por fim, entrevistas semiestruturadas, feitas por telefone e/ou e-mail, com quatro clientes do escritório, sendo escolhidos aqueles que mais demandam as informaçőes disponibilizadas pelo sistema. Apesar de este estudo ter sido realizado apenas em uma empresa, impedindo generalizaçőes sobre os achados, o trabalho buscou contribuir para entender o funcionamento do sistema e se ele atende de maneira satisfatória o Governo e seus clientes, apontando que, embora ainda ajam dificuldades na utilizaçăo de alguns dos seus módulos, por parte de seus usuários, bem como na sua interaçăo com os sistemas públicos, embora todas as exigęncias do governo sejam atendidas, os clientes, em geral, se mostraram satisfeitos com o atendimento do sistema ŕs suas necessidades.",,4,Gustavo Farias de Menezes,Aldemar de Araújo Santos,Joăo Gabriel Nascimento de Araújo,Tiago de Moura Soeiro,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/1852,CAP Accounting and Management
2012-01-01,Governança Corporativa e Evidenciaçăo Voluntária de Ativos Intangíveis: um Estudo Empírico Nos Setores de Telecomunicaçőes e de Utilidade Pública,"Este artigo apresenta os resultados de uma pesquisa cujo objetivo consistiu em investigar o nível de evidenciaçăo voluntária de informaçőes sobre o reconhecimento e mensuraçăo de ativos intangíveis em instituiçőes dos Setores de Utilidade Pública e de Telecomunicaçőes listadas na BOVESPA. Assim, foi analisado se o advento da Lei 11.638 de 2007 promoveu uma evidenciaçăo de informaçőes quantitativas e/ou qualitativas sobre intangíveis nesses Setores. Dentre outras contribuiçőes de tal pesquisa, observou-se que, embora haja muitas dificuldades existentes no reconhecimento e na mensuraçăo de tais ativos, algumas empresas já estăo se antecipando em divulgar o valor de seu patrimônio imaterial e em melhorar seu nível de governança corporativa através da promoçăo de maior transparęncia organizacional. Nesse sentido, os resultados empíricos indicaram que há empresas divulgando, de forma voluntária, um volume significativo de informaçőes de natureza quantitativa e qualitativa. As conclusőes sugerem que tais resultados oferecem uma contribuiçăo ao mosaico de conhecimentos sobre a temática na realidade brasileira por contrastaram-se com algumas correntes que afirmam que as empresas: (1) tendem a divulgar informaçőes, apenas, dentro dos parâmetros mínimos exigidos pela legislaçăo, (2) tendem a baixa transparęncia e (3) evidenciam mais as informaçőes de natureza qualitativa sobre os intangíveis.",,2,Ricardo Vinícios Dias Jordăo,Romualdo Douglas Colauto,,,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/1586,CAP Accounting and Management
2014-01-01,ESTUDO COMPARATIVO DA RENTABILIDADE DE TR S INVESTIMENTOS DE RISCOS DIFERENTES,"O tema do trabalho est· centrado na ·rea de investimentos, tendo como objetivo principal comparar a rentabilidade de trÍs investimentos de riscos diferentes no perÌodo compreendido entre 07/03/2008 e 07/03/2012. Utilizou-se da metodologia de car·ter descritiva, de natureza quantitativa e foram utilizados dados secund·rios de registros da Bovespa, Banco Central, Banco do Brasil e do Tesouro Nacional. Foram analisados os dados de trÍs tipos de investimentos realizados, quais sejam: caderneta de poupanÁa, letra financeira do tesouro e aÁıes do Banco do Brasil. A base teÛrica esteve relacionada aos conceitos de investimento, sistema financeiro, mercado financeiro, caderneta de poupanÁa, aÁıes e tÌtulos p˙blicos, entre eles a letra financeira do tesouro. Foi observado que a caderneta de poupanÁa e as letras financeiras do tesouro proporcionaram rentabilidade de forma contÌnua, enquanto as aÁıes do Banco do Brasil, apesar da distribuiÁ„o de dividendos e juros sobre o capital prÛprio, proporcionaram grandes variaÁıes de rentabilidade. A partir dos resultados obtidos, verificou-se que no perÌodo analisado o ativo que proporcionou maior rentabilidade foram as letras financeiras do tesouro.",,4,CL¡UDIO MARCOS METZNER,CARMEM SOLANGE WACHHOLZ,DIMAS JOS… DETONI,BERTOLINI ROGIS FLOR GEYSLER,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/1817,CAP Accounting and Management
2018-01-01,AJUSTE A VALOR PRESENTE NAS EMPRESAS DO SETOR DE BENS INDUSTRIAIS LISTADAS NA BM&FBOVESPA NOS ANOS DE 2010 A 2014,"Tendo em vista a importância do Ajuste a Valor Presente como método de avaliaçăo de ativos e passivos que busca a forma mais adequada para constatar e definir o valor do dinheiro no tempo, proporcionando desta forma maior relevância as demonstraçőes contábeis, este estudo objetiva analisar o grau de adequaçăo ŕs normas que as empresas do setor Industrial da BM&FBovespa estăo concedendo ao método e o nível de transparęncia das informaçőes disponibilizadas para seus usuários. O estudo utilizou-se de uma metodologia com abordagem qualitativa descritiva. Foram analisados 32 (trinta e duas) empresas entre o período de 2010 a 2014, por meio de suas Notas Explicativas e Balanços Patrimoniais. Foi verificado os itens do Ajuste a Valor Presente atendidos por essas com os propostos pelo Checklist elaborado por meio do parágrafo 33 do Comitę de Pronunciamentos Contábeis - CPC 12. Como resultado, encontra-se um cenário ainda um pouco precário em relaçăo ao uso do método e sua correta divulgaçăo perante os usuários das informaçőes contábeis. Com isso, recomenda-se que estudos futuros analisem os outros segmentos da BM&FBOVESPA com o intuito de aprimorar a pesquisa sobre o tema.",,5,Luciana Calciolari Gardezani,Ivan Carlin Passos,Fernanda Torres Machado,Cássia da Silva Jonas,Luiz Eduardo Gaio,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/2216,CAP Accounting and Management
2018-01-01,PESQUISA DE SATISFAÇĂO DE ATENDIMENTO AO CLIENTE EM UMA LOJA DE DECORAÇŐES: RELATO DE EXPERIĘNCIA,"A qualidade do atendimento ao cliente pode ser considerada um dos principais fatores para o sucesso de uma organizaçăo, especialmente diante do aumento da competitividade do mercado observada nos últimos anos. Este estudo trata-se do recorte de um trabalho de conclusăo de semestre desenvolvido no Curso Superior de Tecnologia da Faculdade Senac (Palhoça/SC). A pesquisa teve como objetivo realizar uma proposta de melhoria no processo de atendimento ao cliente de uma empresa do ramo de decoraçőes, localizada em Palhoça/SC. A organizaçăo conta com dez funcionários, sendo oito vendedores, um caixa e um motorista/entregador. Foi aplicado um questionário, caracterizado como uma pesquisa de satisfaçăo do consumidor, com 43 clientes da loja. A partir do levantamento de dados, os principais problemas no atendimento identificados foram:  tempo de espera longo, falta de conhecimento dos vendedores e pouca agilidade no atendimento. Por meio da análise dos resultados, verificou-se que as possíveis causas para esses problemas se referiam ŕ ausęncia de processos estruturados de recrutamento & seleçăo, e treinamento & desenvolvimento na gestăo de pessoas da organizaçăo. Foram propostas açőes para o aperfeiçoamento do processo de atendimento, com foco nesses aspectos, juntamente a outras sugestőes advindas dos relatos dos clientes. Espera-se que a implantaçăo das melhorias sugeridas potencialize a fidelizaçăo dos clientes e impacte positivamente na competitividade da empresa no mercado.",,4,Juliet Sell,Milena Carolina Fiorini,Samanta Silva,Ana Beatriz Morais Silva,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/2550,CAP Accounting and Management
2020-01-01,INVESTIGAÇĂO DOS ARTEFATOS GERENCIAIS UTILIZADOS PELOS GESTORES DOS RESTAURANTES DE FERNANDO DE NORONHA PARA A TOMADA DE DECISĂO,"O presente estudo objetiva investigar os artefatos de contabilidade gerencial utilizados pelos gestores dos restaurantes de Fernando de Noronha/PE para a tomada de decisăo, baseado no modelo International Management Accounting Practices 1 (IMAP 1). Para tanto, realizou-se, entre setembro e outubro de 2017, entrevistas in loco com 23 gestores. Os dados obtidos por meio das entrevistas foram transcritos e analisados utilizando-se da técnica de análise de conteúdo. Nesse sentido, foi realizado o processo de codificaçăo no software ATLAS.ti®, em que a codificaçăo aberta propiciou segmentar as unidades de significado nos códigos referentes aos artefatos gerenciais descritos no modelo do IMAP 1, para que, posteriormente, por meio da codificaçăo axial, os códigos fossem elencados como artefatos tradicionais ou modernos. Como principais resultados pode-se perceber que, dentre os artefatos tradicionais, há predominância na utilizaçăo do método de custeio por absorçăo e do orçamento, ficando os demais com baixa representatividade. Ao analisar os artefatos modernos, observa-se considerável utilizaçăo do benchmarking, kaizen, teoria das restriçőes e planejamento estratégico. Sendo assim, conclui-se que os artefatos da contabilidade gerencial estăo, de forma geral, fazendo parte da rotina de gestăo das empresas, mesmo que várias entidades utilizem esses recursos de forma intuitiva ou limitada.",,5,Rosa Jaqueline Ortiz Hamermüller,Yuri Gomes Paiva Azevedo,Hellen Bomfim Gomes,Raimundo Marciano de Freitas Neto,Aneide Oliveira Araújo,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/2698,CAP Accounting and Management
2014-01-01,IMPLANTAÇĂO DA NOTA FISCAL ELETRÔNICA DO IMPOSTO INCIDENTE SOBRE CIRCULAÇĂO DE MERCADORIAS E SERVIÇOS: Uma percepçăo dos reflexos pelos auditores da Secretaria da Fazenda do Estado Pernambuco.,"Este artigo tem por objetivo analisar os reflexos da implantaçăo do sistema de tratamento da nota fiscal eletrônica sobre o controle da cobrança do ICMS (Imposto sobre Circulaçăo de Mercadorias e Serviços) na Secretaria da Fazenda de Pernambuco (SEFAZ/PE) mediante os processos de organizaçăo, guarda e gerenciamento de documentos eletrônicos. Foi feita uma analise sobre os processos e procedimentos adotados na recepçăo e tratamento das NF-e e uma entrevista focalizada com gestores da SEFAZ/PE. Os resultados encontrados indicam que a Nota Fiscal Eletrônica (NF-e) trouxe mudanças significativas no tratamento da geraçăo do Imposto sobre Circulaçăo de Mercadorias e Prestaçăo de Serviços (ICMS) no estado de Pernambuco, de modo a facilitar a recuperaçăo e intercâmbio das informaçőes tributárias. A NF-e proporcionou ŕ SEFAZ-PE, condiçőes favoráveis para tomada de decisăo sobre ŕ recuperaçăo de receitas, aumento da arrecadaçăo e otimizaçăo de recursos financeiros e de infraestrutura materiais e humanas.",,4,Daniel Delgado Nepomuceno,Aldemar de Araújo Santos,Tiago de Moura Soeiro,Joăo Gabriel Nascimento de Araújo,,,,,,,,,http://revistas.utfpr.edu.br/pb/index.php/CAP/article/view/1871,CAP Accounting and Management
