Data de Publicação,Título,Resumo,Palavras-chave,Qtd. de Autores,Autor 1,Autor 2,Autor 3,Autor 4,Autor 5,Autor 6,Afiliação 1,Afiliação 2,Afiliação 3,Afiliação 4,Afiliação 5,Afiliação 6,Url Artigo,Revista
2017-12-07,VULNERABILIDADE DAS FINANÇAS MUNICIPAIS ÀS CATÁSTROFES NATURAIS,"Essa pesquisa objetiva verificar a aderência dos gestores municipais aos preceitos da Lei de Responsabilidade Fiscal, em especial quanto ao controle de riscos de desastres naturais. Pretende-se atestar se há vulnerabilidade fiscal devido à falta de planejamento orçamentário frente às calamidades públicas. Através de estatísticas do Ministério da Integração Nacional, de 2003 a 2015, foram analisados os desastres naturais que originaram mais decretos de situação anormal por região e a efetividade do planejamento municipal por meio dos anexos de riscos fiscais da LDO. Dentre os municípios que decretaram situação emergencial nesse período, selecionou-se amostra de 73 deles a partir do critério de maiores frequências de registros por região. Os resultados obtidos evidenciam baixíssima aderência ao controle de desastres previsto legalmente e alta vulnerabilidade fiscal.",LRF. Anexo de Riscos Fiscais. Vulnerabilidade Fiscal. Calamidade Pública. Orçamento.,2,Vitor Chagas Lopes,Abimael de Jesus Barros Costa,,,,,Bacharel em Ciências Contábeis pela UnB,Universidade de Brasília - UnB,,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/23867,Revista de Contabilidade da UFBA
2017-12-07,Green IT (TI Verde): Uma Análise Bibliográfica sob o Enfoque Interdisciplinar de Sistemas de Informação e Ciências Contábeis,"Este estudo apresenta as contribuições nacionais em periódicos, dissertações, teses e anais de congressos sobre Green IT vinculado às Ciências Contábeis/Contabilidade. Fez-se revisão bibliométrica pela consulta ao Google Acadêmico no Portal de Periódicos Capes/MEC. A pesquisa limita-se à análise de publicações revisadas por pares, entre os anos de 2007 e 2016, que apresentam citações em Green IT (TI Verde) e Ciências Contábeis/Contabilidade, trazendo três contribuições importantes: 1) a TI verde apresenta oportunidades de melhoria da competitividade das empresas, por meio da adoção de critérios sustentáveis na seleção das arquiteturas e estratégias de TI; 2) o tema TI Verde ainda não alcançou status de outros temas mais tradicionais nas ciências contábeis e há vasto campo a ser explorado na área de Contabilidade Gerencial Ambiental; e 3) surgiram evidências de que pesquisas em temas interdisciplinares tendem a ser mais produtivas quando realizadas em parceria com pesquisadores de diversas áreas e instituições.",Green IT. Contabilidade Gerencial Ambiental. Sistemas de Informação. Tecnologia de Informação. Organizações Sustentáveis.,3,Raphael Junger da Silva,José Eduardo Soares,Monica Zaidan Gomes,,,,Programa de Pós Graduação em Ciências Contábeis da Faculdade de Administração e Ciências Contábeis da Universidade Federal do Rio de Janeiro - PPGCC/FACC/UFRJ,Programa de Pós Graduação em Ciências Contábeis da Faculdade de Administração e Ciências Contábeis da Universidade Federal do Rio de Janeiro - PPGCC/FACC/UFRJ,Programa de Pós Graduação em Ciências Contábeis da Faculdade de Administração e Ciências Contábeis da Universidade Federal do Rio de Janeiro - PPGCC/FACC/UFRJ,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/23817,Revista de Contabilidade da UFBA
2017-12-07,ESTRATÉGIAS DE LEGITIMIDADE SOCIAL NOS RELATÓRIOS DE SUSTENTABILIDADE E DE ADMINISTRAÇÃO DA SAMARCO MINERAÇÃO,"Suchman (1995) propôs uma tipologia para classificar legitimidade com estratégias para ganhar, manter e reparar. Objetivou-se analisar quais estratégias a Samarco Mineração S.A. evidencia em seus Relatórios de Administração e Sustentabilidade no período de 2010 a 2014, e em publicações oficiais sobre o desastre ambiental do rompimento da barragem no município de Mariana – Minas Gerais. Pesquisa descritiva, com análise do conteúdo. Demonstrou-se que a empresa legitimou-se através da vinculação de seu nome às práticas sociais e ambientais relacionadas às tipologias com predominância de ganhar e manter. Após o incidente, percebeu-se a intenção em mostrar e monitorar sua responsabilidade quanto aos fatos, a partir da criação de projetos diferentes aos praticados antes do desastre. A empresa passou a utilizar da estratégia reparação, visando recuperar a boa imagem e minimizar as consequências causadas pelo fato ocorrido; para isso, constatou-se a ação de favorecer a conduta da empresa objetivando manter a sua legitimidade.",Legitimação Social. Relatório de Sustentabilidade. Relatório da Administração.,4,Aládio Zanchet,Jéssica Karine Gomes,Jhessica Tamara Kremer,Ketlyn da Silva Pasquali,,,Universidade Estadual do Oeste do Paraná,Universidade Estadual do Oeste do Paraná,Universidade Estadual do Oeste do Paraná,Universidade Estadual do Oeste do Paraná,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/23864,Revista de Contabilidade da UFBA
2013-03-14,ANÁLISE COMPARATIVA DO DESEMPENHO DE EMPRESAS DO SETOR DE MATERIAIS BÁSICOS LISTADAS NA BM&FBOVESPA QUE APRESENTAM RESPOSABILIDADE SOCIAL,"O estudo objetiva avaliar comparativamente o desempenho das empresas pertencentes ao setor de materiais básicos da BM&FBOVESPA que apresentam responsabilidade social com empresas que não apresentam esta característica. Para tanto, foi desenvolvida uma pesquisa descritiva, conduzida por meio de estudo documental com aplicação da Análise Envoltória de Dados (DEA). Os resultados demonstram que empresas que possuam responsabilidade social neste setor tendem a ter um desempenho inferior as empresas sem esta característica. Conclui-se que o setor não apresenta linearidade na distribuição da eficiência e identifica-se um grupo com alta eficiência e outro com baixa eficiência.",Avaliação de Desempenho. Responsabilidade Social. Ética. Gestão Ambiental. DEA.,3,Moacir Manoel Rodrigues Junior,Lara Fabiana Dallabona,Carlos Eduardo Facin Lavarda,,,,Universidade Regional de Blumenau,Universidade Regional de Blumenau,Universidade Regional de Blumenau,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/6012,Revista de Contabilidade da UFBA
2017-08-28,Utilização da PDD para Gerenciamento de Resultados em Empresas Listadas na BM&FBovespa,"O objetivo deste estudo consiste em verificar a influência da utilização da PDD na prática de gerenciamento de resultados em empresas brasileiras listadas na BM&FBovespa. Para tanto, foi realizada uma análise com empresas listadas nos segmentos Bovespa Mais e Novo Mercado, totalizando uma amostra de 54 companhias. Os dados, de 2006 a 2011, foram coletados junto à base de dados da Economática® e no sítio da BM&FBovespa. Calculou-se o gerenciamento de resultado a partir do modelo utilizado por Martinez (2006). Os resultados apontam indícios de que houve a utilização da provisão para devedores duvidosos com objetivo de gerenciar resultados no período analisado. No entanto, o modelo utilizado para a análise dos dados não apresentou significância estatística. Conclui-se, assim, que apesar dos indícios da existência de gerenciamento de resultados a partir da PDD, estes não podem ser confirmados a partir dos resultados apresentados nesta análise.",Provisão para devedores duvidosos. Gerenciamento de resultados. Resultados contábeis. Desempenho empresarial,4,Evandro De Nez,Vanderlei Gollo,Ines Liani Menzel Warken,Roberto Carlos Klann,,,Centro de Ensino Superior de Realeza - Cesreal e Universidade de Blumenau - Furb,Universidade Comunitária da Região de Chapecó.,SOCIEDADE EDUCACIONAL DE PINHALZINHO - HORUS Faculdades,Fundação Universidade Regional de Blumenau,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/16097,Revista de Contabilidade da UFBA
2016-11-29,ENDIVIDAMENTO E QUALIDADE DA GOVERNANÇA CORPORATIVA NAS COMPANHIAS LISTADAS NA BM&FBOVESPA,"A pesquisa teve como objetivo geral verificar a relação entre o endividamento e a qualidade da governança corporativa à luz da Teoria do Trade-off e Teoria do Pecking Order. Como proxies para endividamento utilizaram-se três tipos de dependência de capital: endividamento de curto prazo, endividamento de longo prazo e endividamento total. A qualidade da governança foi quantificada com base nos segmentos de listagem da BM&FBovespa. A amostra do estudo reuniu 162 companhias de sete dos setores de atuação definidos pela BM&FBovespa. Trata-se de uma pesquisa descritiva e quantitativa, na qual foram realizados testes paramétricos e não paramétricos de diferenças de médias e modelos econométricos compostos por regressões múltiplas. Nas duas metodologias adotadas, os resultados mostraram-se semelhantes, evidenciando, nas empresas da amostra, uma correlação negativa entre o endividamento e a qualidade da governança corporativa.",Estrutura de capital. Governança corporativa. Trade-off. Pecking Order.,4,José Claudio Brito Costa Filho,Dante Baiardo Cavalcante Viana Junior,Sylvia Rejane Magalhães Domingos,Vera Maria Rodrigues Ponte,,,Universidade Federal do Cerá,Programa de Pós-Graduação em Administração e Controladoria - Universidade Federal do Ceará,Programa de Pós-Graduação em Administração e Controladoria - Universidade Federal do Ceará,Programa de Pós-Graduação em Administração e Controladoria - Universidade Federal do Ceará,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/17269,Revista de Contabilidade da UFBA
2017-12-07,DISCLOSURE DE INFORMAÇÕES DOS CAPITAIS NÃO FINANCEIROS DO SETOR DE UTILIDADE PÚBLICA DA BM&FBOVESPA: UMA EVIDÊNCIA A PARTIR DO RELATO INTEGRADO,"O presente estudo apresenta como objetivo avaliar como se comporta o nível de divulgação das empresas do setor de utilidade pública listadas na BM&FBOVESPA no que concerne às informações integradas de capitais não financeiros disponibilizadas em seus relatos integrados durante os anos de 2014 e 2015. Para concretizar tal objetivo utilizou-se de um cheklist de indicadores elaborado a partir das especificações do Relato Integrado (2013). Trata-se de um estudo longitudinal, descritivo e quali-quantitativo. A amostra foi composta por 24 empresas, sendo 04 do subsetor de água e saneamento e 20 do subsetor energia elétrica. Os principais resultados denotam que os indicadores que mais se destacam são os existentes no capital natural, no capital humano e no capital social e de relacionamento, nesta ordem, enquanto o que o capital intelectual é o menos evidenciado. Quanto ao índice médio de divulgação de cada capital não financeiro por subsetor, pode-se encontrar que o subsetor de água e saneamento apresentou maiores índices de divulgação dos capitais natural e humano que o subsetor de energia elétrica. Os níveis de governança corporativa que mais se destacam são o Novo Mercado e o Nível 2, porém sem diferenças significativas em relação aos demais segmentos. O referido trabalho contribui para uma abordagem mais analítica da incidência de informações não financeiras em relatos integrados disponibilizados por organizações que necessitam maior empenho em seu processo de legitimidade.",Relato Integrado. Governança Corporativa. Informações não financeiras.,2,Hortência Gomes de Lima,Roseane Patrícia de Araújo Silva,,,,,Universidade Estadual da Paraíba,Universidade Estadual da Paraíba,,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/23141,Revista de Contabilidade da UFBA
2017-12-07,SISTEMA DE CONTROLE GERENCIAL: UMA REVISÃO DA LITERATURA SOBRE SUA INTERAÇÃO COM AS ESTRATÉGIAS DE DESENVOLVIMENTO SUSTENTÁVEL,"A interação entre sistema de controle gerencial (SCG) e desenvolvimento sustentável é um campo ainda em formação, e portanto, surge na atualidade como um tema em ascensão, porém pouco estudado dentro da literatura de controle gerencial. O objetivo deste artigo, portanto, está em conduzir uma revisão sistemática da literatura acerca dos SCG utilizados para reforçar o desenvolvimento sustentável. Para tanto, foi realizada uma pesquisa sistemática com a finalidade de apresentar um quadro abrangente sobre o estado atual do sistema de controle gerencial sustentável. Como resultado, este estudo mostra que a implantação do SCG sustentável se torna mais eficaz quando a organização consegue criar um consenso acerca do pensamento sustentável em todos os níveis organizacionais. Este artigo contribui para a literatura de sistemas de controle gerencial, pois aborda um tema emergente no cenário internacional e que, dessa forma, reúne ainda poucos estudos no cenário acadêmico brasileiro.",Sistema de controle gerencial. Desenvolvimento sustentável. Responsabilidade social corporativa. Sustentabilidade. Ambiental. Revisão da literatura,3,Rayssa Kelly Melo das Mercês,Rubiana Cristovão da Silva,Maria Adressa Lopes de Araújo,,,,Universidade Federal Rural de Pernambuco,Universidade Federal de Pernambuco,Universidade Federal de Pernambuco,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/22933,Revista de Contabilidade da UFBA
2015-11-03,GESTÃO AMBIENTAL: UMA ANÁLISE DOS CUSTOS DAS EMPRESAS DISTRIBUIDORAS DE ENERGIA ELÉTRICA,"As empresas quando no exercício de suas atividades geram impactos de diversos tipos, tanto positivos quanto negativos, ao meio ambiente. A minimização dos impactos negativos ao meio ambiente leva à ocorrência dos custos ambientais. Nesse contexto, o objetivo desta pesquisa consistiu em verificar os eventos que podem estar associados à existência dos custos ambientais, divulgados nos relatórios de sustentabilidade das empresas do setor de energia elétrica, no período de 2010 a 2012. No que concerne aos procedimentos metodológicos, a pesquisa é descritiva, com abordagem qualitativa do problema. O instrumento de coleta de dados utilizado consistiu em pesquisa documental, realizada nos relatórios de sustentabilidade ou anual das empresas distribuidoras de energia elétrica. Percebeu-se ao final deste estudo, a inconstância no processo de divulgação dos custos ao longo dos três anos pesquisados. E que as associações são estatisticamente insignificantes, em termos de grau explicativo. Essa limitação pode estar relacionada à dificuldade das empresas em reconhecerem corretamente o que são custos ambientais. A maior correlação encontrada foi entre os Custos Ambientais de Prevenção e Conservação e a extensão das Redes de Distribuições (42,7%). A variável dependente, Custos para a Gestão de Resíduos, não é explicada pela quantidade de Resíduos Gerados, variável independente, com 1,4% de poder explicativo.",Custos ambientais. Energia elétrica. Gestão ambiental.,3,Maria Audenôra Rufino,Juliana Soares Siqueira,Aneide Oliveira Araújo,,,,UFPB,UFPB,UFRN,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/12558,Revista de Contabilidade da UFBA
2013-09-20,ASPECTOS CONTÁBEIS DO CRÉDITO DE CARBONO EM UMA EMPRESA PRODUTORA DE ENERGIA LIMPA,"Este artigo tem como objetivo investigar a contabilização das negociações dos créditos de carbono na empresa Lages Bioenergética Ltda, nos anos de 2007 a 2011. A pesquisa caracteriza-se como sendo estudo de caso de caráter exploratório com abordagem qualitativa. Os resultados demonstraram que (i) a Lages obtém crédito de carbono por ser uma receita adicional, além de contribuir para a imagem da empresa; (ii) a aquisição do crédito de carbono passa por um longo processo de projeção e análise e profissionais da área formulam o projeto de MDL; (iii) a receita é reconhecida pelos recebimento dos créditos e os custos lançados no exercício em que ocorrem. A Lages Bioenergética faz o reconhecimento das negociações com o crédito de carbono no momento em que elas ocorrem. Desta forma, não incorre ao erro ao demonstrar valores arbitrários em seus demonstrativos, já que não há uma regulamentação própria para negociações deste instrumento.",Crédito de Carbono. Tratamento Contábil. Mecanismo de Desenvolvimento Limpo,2,André Folster,Luiz Felipe Ferreira,,,,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/6137,Revista de Contabilidade da UFBA
2013-01-15,ANÁLISE DOS BALANÇOS SOCIAS DE DUAS EMPRESAS DO SETOR TÊXTIL DE SANTA CATARINA ANÁLISE DOS BALANÇOS SOCIAS DE DUAS EMPRESAS DO SETOR TÊXTIL DE SANTA CATARINA,"O setor têxtil é um dos setores importantes de Santa Catarina e as indústrias aqui implantadas, tem demanda a todo Brasil e inclusive ao exterior. Por isso foram escolhidas duas empresas deste setor para fazer uma análise do Balanço Social, visto que hoje se faz cada vez mais necessário investir no meio ambiente e na sociedade. Assim, o objetivo geral deste trabalho é verificar os investimentos nos indicadores sociais internos e externos de duas empresas do ramo têxtil. Como objetivos específicos têm-se realizar análise vertical e horizontal dos indicadores sociais internos e indicadores sociais externos, considerando outros indicadores mencionados. Os dados foram analisados buscando compreender as informações disponibilizadas por meio dos Balanços Sociais das duas empresas, como também uma das empresas respondeu uma entrevista semi-estruturada enviada. Conclui-se que as duas empresas investem em questões sociais e coincidem em alguns indicadores sociais. A empresa A utiliza Balanço Social IBASE, enquanto a empresa B, Balanço Social próprio. Além disso, as empresas demonstram interesses sociais e ambientais, mas não mostram ainda todos os valores monetários dos investimentos.",Análise de Indicadores. Balanço Social. Setor têxtil,3,Stephane Louise Boca Santa,Elisete Dahmer Pfitscher,Vivian Osmari Uhlmann,,,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/5769,Revista de Contabilidade da UFBA
2015-11-03,ANÁLISE DA COLABORAÇÃO CIENTÍFICA EM CIÊNCIAS CONTÁBEIS POR MEIO DA COOPERAÇÃO EM BANCAS DE DOUTORADO,"A partir das relações sociais dos pesquisadores, o conhecimento científico é criado e desenvolvido (Khun, 1978). Tendo por base tal premissa, este trabalho tem como objetivo identificar e analisar a dinâmica da estrutura de relacionamentos existentes entre os programas de pós-graduação stricto sensu na área de Ciências Contábeis no Brasil, sob a ótica das redes sociais por meio da interação em bancas de doutorado. Para tanto, foi realizado um estudo descritivo, utilizando-se da Análise de Redes Sociais para identificar a estrutura da rede científica e acadêmica por meio da colaboração dos docentes dos programas de pós-graduação stricto sensu em Ciências Contábeis na participação em bancas de doutorado. Foram identificados 70 professores de 18 programas de pós-graduação stricto sensu em Ciências Contábeis que colaboraram entre si em 112 bancas de doutorado no período de 2002 a 2010. Verificou-se uma rede ainda pequena, mas que tende a evoluir, confirmando que o conhecimento científico é desenvolvido a partir das relações sociais dos atores envolvidos. Ainda, constatou-se que a criação de novos programas de pós-graduação stricto sensu e a inserção de novos docentes foi decisiva para o aumento da colaboração em bancas de doutorado.",Pesquisa em Contabilidade. Programas de Pós-graduação Stricto Sensu em Ciências Contábeis. Análise de Redes Sociais,2,João Estevão Barbosa Neto,Jacqueline Veneroso Alves da,,,,,Universidade Federal de Alfenas,Universidade Federal de Minas Gerais,,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/14009,Revista de Contabilidade da UFBA
2015-01-08,INVESTIMENTOS EM CAPITAL HUMANO E DESEMPENHO ORGANIZACIONAL: ANÁLISE EM COMPANHIAS BRASILEIRAS,"Este artigo investigou a relação entre os indicadores sociais internos e a rentabilidade das companhias que divulgam o Balanço Social. A amostra é compreendida por 20 empresas brasileiras de capital aberto que divulgam as informações relacionadas ao Balanço Social no período de 2006 a 2010. As informações referentes aos indicadores de rentabilidade foram extraídas do software Economática. Com a utilização do modelo de dados em painel, os resultados encontrados demonstram que investimentos em capital humano na organização apresentam implicações conflitantes. Visto que, quando os investimentos estão alinhados com programas de saúde, educação e participação nos resultados o desempenho da empresa tende a responder positivamente. Contudo, quando a empresa aplicar parte de seu capital em programas de segurança e previdência privada o desempenho tende a ser minimizado.",Capital Humano. Indicadores Sociais Internos. Desempenho Organizacional.,5,Eduardo Vinicius Bassi Murro,Flávio Ribeiro,Romualdo Douglas Colauto,Ramon Kael Benassi Bachmann,Joyce Menezes da Fonseca Tonin,,Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná (UFPR),Universidade Federal do Paraná,Universidade Federal do Paraná,Universidade Federal do Paraná,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/9091,Revista de Contabilidade da UFBA
2017-12-07,DISCLOSURE DE INFORMAÇÕES DOS CAPITAIS NÃO FINANCEIROS DO SETOR DE UTILIDADE PÚBLICA DA BM&FBOVESPA: UMA EVIDÊNCIA A PARTIR DO RELATO INTEGRADO,"O presente estudo apresenta como objetivo avaliar como se comporta o nível de divulgação das empresas do setor de utilidade pública listadas na BM&FBOVESPA no que concerne às informações integradas de capitais não financeiros disponibilizadas em seus relatos integrados durante os anos de 2014 e 2015. Para concretizar tal objetivo utilizou-se de um cheklist de indicadores elaborado a partir das especificações do Relato Integrado (2013). Trata-se de um estudo longitudinal, descritivo e quali-quantitativo. A amostra foi composta por 24 empresas, sendo 04 do subsetor de água e saneamento e 20 do subsetor energia elétrica. Os principais resultados denotam que os indicadores que mais se destacam são os existentes no capital natural, no capital humano e no capital social e de relacionamento, nesta ordem, enquanto o que o capital intelectual é o menos evidenciado. Quanto ao índice médio de divulgação de cada capital não financeiro por subsetor, pode-se encontrar que o subsetor de água e saneamento apresentou maiores índices de divulgação dos capitais natural e humano que o subsetor de energia elétrica. Os níveis de governança corporativa que mais se destacam são o Novo Mercado e o Nível 2, porém sem diferenças significativas em relação aos demais segmentos. O referido trabalho contribui para uma abordagem mais analítica da incidência de informações não financeiras em relatos integrados disponibilizados por organizações que necessitam maior empenho em seu processo de legitimidade.",Relato Integrado. Governança Corporativa. Informações não financeiras.,2,Hortência Gomes de Lima,Roseane Patrícia de Araújo Silva,,,,,Universidade Estadual da Paraíba,Universidade Estadual da Paraíba,,,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/23141,Revista de Contabilidade da UFBA
2018-12-28,O Impacto do Relato Integrado no Value Relevance das Empresas Participantes do Programa Piloto no Brasil,"O presente estudo teve como objetivo examinar se o value relevane das informações contábeis divulgadas pelas organizações pertencentes ao programa piloto do International Integrated Reported Council no Brasil aumentou após a adoção Relato Integrado. Utilizou-se como base de dados para a realização da pesquisa os dados das demonstrações contábeis das empresas coletados por meio do software Economática® no período de 2009 a 2016. A metodologia aplicada consistiu no emprego de dados em painel utilizando do modelo de efeitos fixos. Os resultados encontrados rejeitam a hipótese proposta neste trabalho a qual afirma que a adoção do relato integrado aumenta o nível de value relevance das informações divulgadas pelas empresas, mostrando uma associação negativa entre a divulgação do relato integrado com o value relevance das informações contábeis. Esses achados permitem interpretar que o mercado não absorveu o conteúdo informacional do relato integrado de forma como proposta pelos seus criadores e defensores.",,4,Arthur Barros,Danielly Frazão,Luiz dos Anjos,Joás Aquino,,,Programa de Pós-Graduação em Ciências Contábeis - Universidade Federal de Pernambuco,Programa de Pós-Graduação em Ciências Contábeis - Universidade Federal de Pernambuco,Programa de Pós-Graduação em Ciências Contábeis - Universidade Federal de Pernambuco,Programa de Pós-Graduação em Administração - Universidade Federal de Pernambuco,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/26696,Revista de Contabilidade da UFBA
2017-12-07,INFLUÊNCIA DA DIVULGAÇÃO DO RELATO INTEGRADO NOS INDICADORES ECONÔMICO-FINANCEIROS: UMA ANÁLISE COMPARATIVA DO DESEMPENHO DE EMPRESAS PARTICIPANTES E NÃO PARTICIPANTES DO PROJETO PILOTO DO IIRC NO BRASIL,"O propósito deste estudo foi analisar o desempenho das empresas integrantes do Projeto Piloto do IIRC no Brasil, que divulgam Relato Integrado (RI), comparando com empresas que não fizeram parte dessa iniciativa, no intento de constatar a influência decorrente da divulgação do RI sobre a performance das empresas. Para análise, foi utilizado o Método Difference-in-Differences (Dif-in-Dif), utilizando a técnica do Propensity Score Matching para minorar o viés da escolha. Constatou-se que as empresas pioneiras na divulgação de RI no Brasil possuem maiores indicadores de rentabilidade, maior participação de capital de terceiros e menor índice de liquidez corrente. Esse trabalho buscou contribuir como um estudo inicial, trazendo indícios sobre a influência do Relato Integrado nos indicadores de desempenho de empresas no Brasil, evidenciando o reflexo no desempenho ao aderir à iniciativa do IIRC, bem como a identificação de benefícios externos desse Relato, quanto à apresentação de melhores indicadores econômico-financeiros.",Relato Integrado. Diferenças em Diferenças. Desempenho,4,Jaianne Rodrigues de Albuquerque,Raimundo Nonato Rodrigues,Luiz Carlos Miranda,Yony de Sá Barreto Sampaio,,,Universidade Federal de Pernambuco,Universidade Federal de Pernambuco,Universidade Federal de Pernambuco,Universidade Federal de Pernambuco,,,https://periodicos.ufba.br/index.php/rcontabilidade/article/view/23831,Revista de Contabilidade da UFBA
