Data de Publicação,Título,Resumo,Palavras-chave,Qtd. de Autores,Autor 1,Autor 2,Autor 3,Autor 4,Autor 5,Autor 6,Afiliação 1,Afiliação 2,Afiliação 3,Afiliação 4,Afiliação 5,Afiliação 6,Url Artigo,Revista
2012-04-01,Evidenciação de ativos intangíveis: Estudo empírico em companhias abertas,"O objetivo do presente estudo consiste em apresentar um índice de evidenciação de informações compulsórias sobre ativos intangíveis de empresas listadas no Ibovespa, referente ao exercício de 2010, observando os critérios de reconhecimento, mensuração e registro destes ativos conforme especificações do CPC 04 (R1), além de verificar se existe relação entre o índice e o tamanho das empresas, o setor em que estas estão inseridas e a quantidade de anos de constituição das companhias. No que concerne ao índice de evidenciação, optou-se por construir um índice próprio, a partir dos dados estruturados na pesquisa de Moura et al. (2011), baseados nas especificações do CPC 04 (R1). Os resultados mostraram que a empresa COPEL apresentou o maior índice de evidenciação de ativos intangíveis (88%), porém, nenhuma das companhias analisadas cumpriu integralmente o que é determinado pelo CPC 04 (R1) em termos de evidenciação compulsória. Além disso, constatou-se que existe relação entre os índices de evidenciação e a variável independente tamanho, relação esta não verificada quando se analisa os anos de constituição das empresas. Em relação ao setor de atuação, não se verificou, na amostra analisada, que empresas inseridas em setores sensíveis tendem a apresentar maiores índices de evidenciação.",Evidenciação. Ativos Intangíveis. CPC 04.,3,Bruna Camargos Avelino,Laura Edith Taboada Pinheiro,Wagner Moura Lamounier,,,,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,,,,https://www.revistas.usp.br/rco/article/view/45399,Revista de Contabilidade e Organizações – RCO
2014-04-17,DISTRIBUIÇÃO DE VALOR ADICIONADO E INTANGIBILIDADE: UMA ANÁLISE EM EMPRESAS BRASILEIRAS,"O estudo objetivou analisar a relação entre distribuição de valor adicionado e nível de intangibilidade em empresas brasileiras listadas na BM&FBOVESPA. Para tal, realizou-se pesquisa descritiva, documental e quantitativa em uma amostra composta por 50 companhias dos diversos setores econômicos, com dados referentes ao exercício de 2011. Os resultados revelaram grandes desigualdades nos valores investidos em ativos intangíveis entre os setores. O setor econômico de petróleo, gás e biocombustíveis apresentou a maior média e a empresa que individualmente possuía o maior valor investido em intangíveis, destacando-se também em relação ao valor adicionado distribuído. As empresas listadas em níveis de governança corporativa considerados inferiores apresentaram maiores valores de ativos intangíveis e distribuíram quantidades maiores de valor adicionado. Os resultados obtidos permitiram concluir que, dentre as empresas analisadas, aquelas que possuíam maiores valores investidos em ativos intangíveis distribuíram maiores quantidades de valor adicionado.",Distribuição do valor adicionado. Ativos intangíveis. Empresas brasileiras listadas na BM&FBOVESPA.,3,Sady Mazzioni,Geovanne Dias de Moura,Nelson Hein,,,,Universidade Comunitária da Região de Chapecó,Universidade Regional de Blumenau,Universidade Regional de Blumenau,,,,https://www.revistas.usp.br/rco/article/view/55586,Revista de Contabilidade e Organizações – RCO
2015-12-31,O IMPACTO DO NÍVEL DE DISCLOSURE SOBRE O CUSTO DE CAPITAL PRÓPRIO DAS COMPANHIAS ABERTAS BRASILEIRAS,"O objetivo deste estudo foi analisar o nível de disclosure e sua relação com o custo de capital próprio das empresas de capital aberto, após a conversão das normas contábeis brasileiras para os IFRS. A principal teoria utilizada para sustentar os achados desta pesquisa quanto ao nível de disclosure foi a Teoria da Divulgação, demonstrando também a importância das informações contábeis para os seus diversos usuários. A pesquisa foi orientada através de uma análise descritiva e explicativa, onde foram analisadas 66 empresas entre os anos de 2005 até 2011, sendo calculado o custo de capital e o índice de disclosure para cada organização. Aplicou-se o método de regressão com dados em painel, com a finalidade de escolher um, dentre os três principais modelos, Pooled, Efeitos Fixos e Efeitos Aleatórios, que fosse mais adequado para demonstrar se e de que forma o nível de disclosure afeta no custo de capital das empresas. Os resultados encontrados demonstram que não existe evidências estatísticas de que o nível de disclosure tem relação com o custo do capital, após a conversão para as normas internacionais de contabilidade.",Cost of Equity. Panel Data. Disclosure. IFRS.,2,Davy Antonio da Silva,Laura Edith Taboada Pinheiro,,,,,Universidade Federal de Uberlândia,Universidade Federal de Minas Gerais,,,,,https://www.revistas.usp.br/rco/article/view/97726,Revista de Contabilidade e Organizações – RCO
2013-07-10,EVIDENCIAÇÃO DO RISCO EMPRESARIAL E AMBIENTAL DIANTE DAS MUDANÇAS CLIMÁTICAS E DO AQUECIMENTO GLOBAL,"Este artigo tem como objetivo identificar evidências econômicas e ambientais em relação ao risco estratégico, por causa dos problemas das mudanças climáticas globais. Para isso realizou-se uma pesquisa descritiva-exploratória, conduzida através de um estudo de caso, visando delimitar as variáveis observadas, a área geográfica e o resultado de suas possíveis interações com o contexto de uma grande empresa da indústria de energia hidrelétrica brasileira. Para caracterizar a importância da adaptação de seu planejamento estratégico diante dos possíveis impactos das mudanças climáticas globais, empregou-se o Painel de Especialistas, o Método Delphi e a Matriz SWOT como técnicas de pesquisa. A utilização conjunta dessas três metodologias possibilitou um maior refinamento da pesquisa, com a construção de cenários de longo prazo que puderam ser inferidos em relação às questões pertinentes ao estudo. Os resultados obtidos mostram que a diminuição da vazão de água e a redução do nível dos reservatórios, devido às alterações climáticas, representam os principais riscos ambientais estratégicos da empresa estudada, podendo ameaçar sua competitividade empresarial e comprometer negativamente seu desempenho operacional, econômico e social até o ano de 2050.",Environmental disclosure. Hydroelectric generation. Climate changes. Corporate risks. Environmental vulnerability.,3,Euridice Soares Mamede de Andrade,José Paulo Cosenza,Luiz Pinguelli Rosa,,,,Universidade Federal do Rio de Janeiro,Universidade Federal Fluminense,Universidade Federal do Rio de Janeiro,,,,https://www.revistas.usp.br/rco/article/view/56691,Revista de Contabilidade e Organizações – RCO
2018-12-19,Divulgação de ativos biológicos e concentração acionária nas empresas brasileiras do agronegócio,"O presente artigo analisou a relação entre as práticas de divulgação de ativos biológicos e a concentração acionária nas empresas do agronegócio brasileiro. Foram analisadas as demonstrações contábeis de 27 empresas de capital aberto, para o período de 2011 a 2015. As evidências indicam que o nível de divulgação de ativos biológicos é ainda modesto nestas empresas, e que a concentração acionária típica do setor não afeta o nível de divulgação desses ativos. Os resultados confirmam estudos anteriores em relação aos efeitos do porte e da representatividade dos ativos biológicos na atividade das empresas.",Divulgação. Ativos biológicos. Concentração acionária,4,Júlia Peres Tortoli,Paulo Alexandre da Silva Pires,Ducineli Régis Botelho,Ilírio José Rech,,,Universidade de São Paulo,Universidade Federal de Santa Catarina,Universidade de Brasília,Universidade Federal de Goiás,,,https://www.revistas.usp.br/rco/article/view/144885,Revista de Contabilidade e Organizações – RCO
2012-09-27,Análise da relevância de indicadores financeiros e não financeiros na avaliação de desempenho organizacional: Um estudo exploratório no setor brasileiro de distribuição de energia elétrica,"Este artigo tem como objetivo analisar a relevância de indicadores financeiros e não financeiros na avaliação do desempenho organizacional de empresas do setor brasileiro de distribuição de energia elétrica. Para tanto, um estudo de caráter exploratório, com uso das técnicas Delphi e Análise Hierárquica (AHP) foi conduzido. Os resultados mostram que em relação à perspectiva financeira, percebe-se que o indicador mais importante é a Cobertura de Juros, seguida pelo Retorno sobre o PL e pelo Perfil de Endividamento. Esses três indicadores de maior importância representam cerca de 60% da importância total da perspectiva financeira. Já na perspectiva operacional, observa-se que existe certo equilíbrio entre os indicadores, com uma leve vantagem para os indicadores de Margem Ebitda, FEC e DEC. Por fim, a análise da perspectiva socioambiental mostra que a Taxa de Comprometimento Ambiental e a Rentabilidade Agregada dos Investimentos são, respectivamente, os dois indicadores mais relevantes, respondendo juntos por quase 62% de toda importância da perspectiva socioambiental.",Desempenho Organizacional. Indicadores Financeiros. Indicadores Não Financeiros.,3,Maitê Garcia Cruz Ribeiro,Marcelo Alvaro da Silva Macedo,José Augusto Veiga da Costa Marques,,,,,,,,,,https://www.revistas.usp.br/rco/article/view/52657,Revista de Contabilidade e Organizações – RCO
2013-07-10,A DIVULGAÇÃO VOLUNTÁRIA DE INFORMAÇÕES SUSTENTÁVEIS: UMA ANÁLISE COMPARATIVA DAS EMPRESAS ESPANHOLAS E BRASILEIRAS,"A importância atual da sustentabilidade no campo corporativo tem tornado as práticas de RSC um aspecto fundamental para obter legitimidade social e satisfazer as expectativas sociais. Nesse contexto, a divulgação é considerada como uma ferramenta para informar as partes interessadas sobre as atividades desenvolvidas e alcançar assim a conformidade social. No entanto, os diferentes contextos econômicos e sociais podem levar a diferenças tanto nas práticas e na divulgação, de acordo com a Teoria Institucional. Este estudo centra-se nas diferenças potenciais que podem surgir entre as empresas do Brasil e da Espanha, sobre a divulgação de informação sobre RSC. Além disso, analisa-se a influência de alguns fatores sobre a divulgação, tais como o tamanho das empresas, lucratividade e oportunidades de crescimento. Nossa evidência está em linha com a Teoria Institucional, constatando-se diferenças significativas entre as empresas brasileiras e espanholas, assim como para a divulgação de práticas de RSC. Nossos resultados, ainda, reforçam o papel desempenhado pela visibilidade pública no desenvolvimento de alta qualidade informacional.",CSR. Institutional Theory. Brazil. Spain. GRI.',5,Marta Cristina P. Grecco,Marco Antonio F. M. Filho,Liliane C. Segura,Isabel-Maria G. Sanchez,Luis R. Dominguez,,Universidade Presbiteriana Mackenzie,Universidade Presbiteriana Mackenzie,Universidade Presbiteriana Mackenzie,Facultad de Economía y Empresa,Facultad de Economía y Empresa,,https://www.revistas.usp.br/rco/article/view/56690,Revista de Contabilidade e Organizações – RCO
2013-07-10,ANÁLISE DA DIVULGAÇÃO DE INFORMAÇÕES SOBRE INVESTIMENTOS SOCIAIS POR EMPRESAS QUE SE DECLARAM SOCIALMENTE RESPONSÁVEIS,"O tema desta pesquisa é o disclosure social, ou seja, a divulgação voluntária de informações que envolvem comunidade, meio ambiente, funcionários e clientes. Para este trabalho, optou-se pelo foco nas comunidades, isto é, serão estudados os investimentos realizados pelas empresas em projetos de caráter social. De acordo com a teoria da divulgação voluntária, há ansiedade para publicação de boas notícias, mas resistência à divulgação de más notícias. O objetivo deste trabalho é analisar a divulgação de informações sobre os investimentos sociais realizados por empresas que se declaram sustentáveis. Para tanto, foi realizado um estudo empírico em 31 empresas pertencentes à carteira do Índice de Sustentabilidade Empresarial (ISE) com a utilização da análise de conteúdo da parte de envolvimento com a comunidade dos relatórios divulgados. Os resultados mostraram: nenhuma empresa deixou de informar, totalmente, o objetivo de seus projetos; poucas empresas divulgaram o destino do investimento em todos os projetos; frequentemente não fica claro o sacrifício realizado pela empresa; há pouquíssima informação sobre o uso de incentivos fiscais. Percebeu-se que informações com impacto positivo mais imediato são mais divulgadas.",,2,Carolina Pasquini Novelini,Mariana Simões Ferraz do Amaral Fregonesi,,,,,Universidade de São Paulo,Universidade de São Paulo,,,,,https://www.revistas.usp.br/rco/article/view/56695,Revista de Contabilidade e Organizações – RCO
2015-04-21,PASSIVOS CONTINGENTES NA BOLSA DE VALORES DE NOVA YORK: UMA ANÁLISE COMPARATIVA ENTRE AS EMPRESAS ESTRANGEIRAS,"O estudo levantou os passivos contingentes de 102 empresas que publicam seus demonstrativos financeiros em IFRS na NYSE. Considerou-se que os seguintes fatores poderiam afetar a significância financeira dos passivos contingentes: (i) setor da empresa, (ii) o sistema legal do país da empresa e (iii) os valores sociais do país da empresa, refletidos pela teoria de Gray (1988). A teoria de Gray (1988) pôde ser confirmada na análise isolada dos países latinos desenvolvidos (Brasil), anglo (Inglaterra) e Ásia colonial (China). Os passivos contingentes também se destacam com distribuições diferentes entre os continentes, onde na América Latina a predominância é dos tributários, na Europa os processos cíveis e na Ásia / Pacífico as garantias financeiras. Verificou-se que as empresas brasileiras tendem a evidenciar mais contingências que as demais e que a maioria das contingências lá evidenciadas (67%) são tributárias. As contingências ambientais são mais relevantes nas empresas do setor de petróleo e gás.",Passivos contingentes. Gray (1988). Cultura,2,Eduardo Baldoino,José Alonso Borba,,,,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,,,https://www.revistas.usp.br/rco/article/view/68395,Revista de Contabilidade e Organizações – RCO
2018-12-27,Entendimento da Responsabilidade Social Corporativa da Samarco no rompimento da barragem de Fundão,"O artigo examina a orientação intrínseca que orienta as atividades de Responsabilidade Social Corporativa (RSC) nos relatórios voluntários de sustentabilidade publicados pela Samarco, mineradora brasileira, identificando como a empresa se percebe em relação ao sério desastre ambiental ocorrido em 2015. Nossa análise aplicou o modelo de Basu e Palazzo (2008) baseado em um processo de entendimento organizacional para explicar como a empresa expressa seu pensamento, como ela o discute e como ela atua para lidar com as expectativas e consequências do acidente.  Analisamos os relatórios que retratam o colapso da barragem de rejeitos, observando em que extensão os riscos e prejuízos ao ecossistema seriam antecipados e mencionados aos stakeholders. Nossas evidências mostram que a empresa não antecipou qualquer informação relevante sobre os perigos reais ou impactos críticos de suas atividades operacionais. Após o acidente, a Samarco parece manter sua postura relacional com a sociedade. Entretanto, as ações práticas indicam estar cuidando de seus próprios interesses.",Criação de sentido. Responsabilidade social corporativa. Global para relatórios. Relatório de sustentabilidade. Gestão de desastres,4,José Paulo Cosenza,Cintia de Melo de Albuquerque Ribeiro,Ariel Levy,Selma Alves Dios,,,Universidade Federal Fluminense,Universidade Federal Fluminense,Universidade Federal Fluminense,Universidade Federal Fluminense,,,https://www.revistas.usp.br/rco/article/view/151356,Revista de Contabilidade e Organizações – RCO
